"ID","time","x","y","loc_class"
"T172062",2017-08-12 09:31:00,-79.0024,72.6896,"GPS"
"T172062",2017-08-12 10:02:00,-79.1004,72.6742,"GPS"
"T172062",2017-08-12 10:11:00,-79.1282,72.6702,"GPS"
"T172062",2017-08-12 10:21:00,-79.1617,72.6654,"GPS"
"T172062",2017-08-12 10:33:00,-79.1995,72.6619,"GPS"
"T172062",2017-08-12 11:00:00,-79.2832,72.6518,"GPS"
"T172062",2017-08-12 11:10:00,-79.3135,72.6472,"GPS"
"T172062",2017-08-12 11:23:00,-79.3517,72.6429,"GPS"
"T172062",2017-08-12 11:35:00,-79.3821,72.6376,"GPS"
"T172062",2017-08-12 12:03:00,-79.4477,72.6252,"GPS"
"T172062",2017-08-12 12:13:00,-79.471,72.6211,"GPS"
"T172062",2017-08-12 12:23:00,-79.4942,72.6165,"GPS"
"T172062",2017-08-12 12:34:00,-79.5185,72.6117,"GPS"
"T172062",2017-08-12 13:01:00,-79.5754,72.6019,"GPS"
"T172062",2017-08-12 13:11:00,-79.5958,72.5983,"GPS"
"T172062",2017-08-12 13:24:00,-79.6211,72.5932,"GPS"
"T172062",2017-08-12 13:39:00,-79.6465,72.5877,"GPS"
"T172062",2017-08-12 14:01:00,-79.6805,72.5807,"GPS"
"T172062",2017-08-12 14:11:00,-79.6985,72.5792,"GPS"
"T172062",2017-08-12 14:24:00,-79.7193,72.5789,"GPS"
"T172062",2017-08-12 14:34:00,-79.7364,72.5815,"GPS"
"T172062",2017-08-12 15:01:00,-79.7444,72.5929,"GPS"
"T172062",2017-08-12 15:11:00,-79.732,72.5979,"GPS"
"T172062",2017-08-12 15:21:00,-79.72,72.6029,"GPS"
"T172062",2017-08-12 15:33:00,-79.709,72.6109,"GPS"
"T172062",2017-08-12 16:11:00,-79.6943,72.6288,"GPS"
"T172062",2017-08-12 16:33:00,-79.6923,72.6343,"GPS"
"T172062",2017-08-12 16:55:00,-79.6889,72.6317,"GPS"
"T172062",2017-08-12 17:22:00,-79.6888,72.6313,"GPS"
"T172062",2017-08-12 17:34:00,-79.6942,72.6328,"GPS"
"T172062",2017-08-12 17:45:00,-79.6899,72.636,"GPS"
"T172062",2017-08-12 18:07:00,-79.6846,72.636,"GPS"
"T172062",2017-08-12 18:30:00,-79.6864,72.6249,"GPS"
"T172062",2017-08-12 18:43:00,-79.6709,72.6173,"GPS"
"T172062",2017-08-12 18:53:00,-79.6542,72.6141,"GPS"
"T172062",2017-08-12 19:05:00,-79.6388,72.6132,"GPS"
"T172062",2017-08-13 00:02:00,-79.4812,72.6507,"GPS"
"T172062",2017-08-13 00:14:00,-79.4687,72.6493,"GPS"
"T172062",2017-08-13 00:24:00,-79.455,72.6472,"GPS"
"T172062",2017-08-13 00:36:00,-79.4365,72.6443,"GPS"
"T172062",2017-08-13 01:01:00,-79.3991,72.6432,"GPS"
"T172062",2017-08-13 01:12:00,-79.3833,72.6429,"GPS"
"T172062",2017-08-13 01:22:00,-79.3701,72.6425,"GPS"
"T172062",2017-08-13 01:32:00,-79.3548,72.6408,"GPS"
"T172062",2017-08-13 02:01:00,-79.3091,72.6347,"GPS"
"T172062",2017-08-13 02:11:00,-79.2896,72.6316,"GPS"
"T172062",2017-08-13 02:23:00,-79.2715,72.627,"GPS"
"T172062",2017-08-13 02:32:00,-79.2763,72.6224,"GPS"
"T172062",2017-08-13 03:08:00,-79.2334,72.6143,"GPS"
"T172062",2017-08-13 03:26:00,-79.2046,72.6174,"GPS"
"T172062",2017-08-13 03:36:00,-79.1891,72.6226,"GPS"
"T172062",2017-08-13 03:47:00,-79.1716,72.6286,"GPS"
"T172062",2017-08-13 04:04:00,-79.1341,72.6389,"GPS"
"T172062",2017-08-13 04:18:00,-79.0924,72.6439,"GPS"
"T172062",2017-08-13 04:28:00,-79.0583,72.6431,"GPS"
"T172062",2017-08-13 04:51:00,-79.0092,72.6431,"GPS"
"T172062",2017-08-13 05:11:00,-78.9819,72.6459,"GPS"
"T172062",2017-08-13 05:36:00,-78.9462,72.6575,"GPS"
"T172062",2017-08-13 05:46:00,-78.9344,72.6638,"GPS"
"T172062",2017-08-13 05:57:00,-78.924,72.6727,"GPS"
"T172062",2017-08-13 06:07:00,-78.9167,72.6819,"GPS"
"T172062",2017-08-13 06:25:00,-78.8993,72.7003,"GPS"
"T172062",2017-08-13 06:39:00,-78.8725,72.7147,"GPS"
"T172062",2017-08-13 06:49:00,-78.8498,72.7227,"GPS"
"T172062",2017-08-13 07:07:00,-78.8184,72.73,"GPS"
"T172062",2017-08-13 07:30:00,-78.7745,72.7379,"GPS"
"T172062",2017-08-13 07:55:00,-78.7266,72.7491,"GPS"
"T172062",2017-08-13 08:06:00,-78.6955,72.7538,"GPS"
"T172062",2017-08-13 08:16:00,-78.6591,72.7586,"GPS"
"T172062",2017-08-13 08:44:00,-78.59,72.7555,"GPS"
"T172062",2017-08-13 08:57:00,-78.5476,72.7579,"GPS"
"T172062",2017-08-13 09:07:00,-78.508,72.7574,"GPS"
"T172062",2017-08-13 09:33:00,-78.4426,72.7524,"GPS"
"T172062",2017-08-13 10:01:00,-78.4009,72.7396,"GPS"
"T172062",2017-08-13 10:21:00,-78.3796,72.7306,"GPS"
"T172062",2017-08-13 10:41:00,-78.3583,72.7216,"GPS"
"T172062",2017-08-13 11:03:00,-78.372,72.7187,"GPS"
